Issn;SJR Best Quartile
ISSN 16697316, 18514979;Q3
-;-
ISSN 00403601;Q3
-;-
ISSN 17514312, 17514304;Q3
ISSN 18193471;Q4
ISSN 09499571;Q1
ISSN 01576895, 21646058;Q3
ISSN 00040622;Q3
ISSN 00224634, 14740680;Q1
ISSN 00314528;Q1
-;-
ISSN 1875693X;Q4
ISSN 07346875;Q2
-;-
ISSN 15535622, 0018098X;Q1
ISSN 13483447;Q3
ISSN 03732568;Q4
-;-
ISSN 17550661, 17550653;Q3
ISSN 12236934, 22469958;Q4
-;-
ISSN 03341860;Q4
ISSN 11396202;Q2
-;-
ISSN 00172278;Q3
ISSN 18893066, 19897251;Q4
ISSN 1578178X, 00338338;Q4
-;-
ISSN 15420485;Q3
ISSN 00148229;Q3
ISSN 01068040;Q2
ISSN 09724567;Q4
ISSN 1008973X;Q3
ISSN 11052333;Q3
-;-
ISSN 00382280;Q3
ISSN 00349356;Q3
ISSN 11667087, 1761676X;Q3
ISSN 17441366;Q1
ISSN 15551431;Q3
ISSN 02049155;Q3
ISSN 10125302;Q3
ISSN 19711131, 19711093;Q3
-;-
ISSN 1646107X;Q3
ISSN 1988799X, 11385952;Q4
ISSN 13694154;Q2
ISSN 18799337;Q4
ISSN 0250636X;Q3
ISSN 0373658X;Q2
ISSN 07921241;Q3
ISSN 03750922;Q3
ISSN 19377010;Q3
ISSN 00040614, 15768260;Q3
ISSN 2289151X, 22891528;Q3
ISSN 18639933;Q3
ISSN 00332100;Q3
-;-
ISSN 19336586;Q3
ISSN 15292096;Q2
ISSN 1796217X;Q4
ISSN 10695648;Q3
ISSN 21674329;-
ISSN 20509014;Q3
ISSN 10712089;Q2
ISSN 14698706, 09639268;Q1
ISSN 13047310;Q3
ISSN 19650825, 19650817;Q4
ISSN 00347329;Q1
-;-
-;-
ISSN 00157899, 14340860;Q3
ISSN 10016929;Q3
ISSN 01471937;Q4
ISSN 12056626;Q3
ISSN 07183399;Q3
ISSN 13922130;Q3
ISSN 02455919;Q3
ISSN 19485964;Q4
-;-
ISSN 07670974;Q3
ISSN 17821428, 1373847X;Q3
ISSN 22575405;Q2
ISSN 08642141;Q3
ISSN 00428639;Q2
-;-
-;-
-;-
ISSN 07596340, 21070946;Q3
ISSN 18789730;Q3
ISSN 10212019;Q4
ISSN 18290825;Q3
ISSN 22186867, 22188622;Q3
ISSN 09486259;Q3
ISSN 15570274;Q1
ISSN 19947879;Q4
ISSN 13684868, 14679647;Q1
ISSN 00351776;Q2
ISSN 1330027X;Q3
ISSN 0242648X;Q3
ISSN 15417115;Q1
ISSN 23072113;Q4
ISSN 17905044;Q4
ISSN 18077692;Q3
ISSN 10069097, 18666566;Q3
ISSN 10459065;-
ISSN 19344287;Q3
ISSN 01672533;Q3
-;-
ISSN 17544408, 17544416;Q4
ISSN 00041157;Q2
ISSN 10068341;Q3
ISSN 02023776;Q3
ISSN 13920340;Q3
ISSN 15348431;Q2
ISSN 10216790;Q4
ISSN 10800727;Q3
ISSN 00682462;Q1
ISSN 1362704X;Q1
ISSN 20777841, 03766756;-
ISSN 14626268;Q3
-;-
ISSN 1300686X;Q3
ISSN 19411251, 19411243;Q3
ISSN 00124508;Q3
ISSN 10039406;Q4
ISSN 17544769, 17544750;Q3
ISSN 08845123, 8845123;-
-;-
ISSN 16057422;-
ISSN 15819175;Q3
ISSN 10963367;Q3
ISSN 15286983, 08974438;Q3
-;-
ISSN 2153957X;Q2
ISSN 10714413, 15563022;Q2
-;-
ISSN 01851667;Q3
ISSN 19112017, 19112025;Q3
ISSN 16132394;Q3
-;-
ISSN 10641734, 21647313;Q3
-;-
ISSN 18609503, 1860949X;Q4
-;-
ISSN 19324510;Q3
ISSN 23523409;Q3
-;-
-;-
ISSN 20479964, 20479956;Q3
ISSN 02511088, 15732991;Q3
ISSN 10168737;Q3
-;-
ISSN 10137025;Q3
-;-
ISSN 11228792;Q1
ISSN 0735004X;Q3
ISSN 10436928, 15455866;Q1
ISSN 16076729, 16083091;Q3
ISSN 19044720, 22454586;Q4
ISSN 07508069;Q2
-;-
ISSN 13175262;Q4
ISSN 13001884;Q2
ISSN 02086573, 20809433;Q4
ISSN 00326518;Q3
-;-
ISSN 22186816, 22219501;Q4
ISSN 11360593;Q4
-;-
ISSN 00135585;Q3
ISSN 17357489;Q4
ISSN 1179156X;Q3
ISSN 15488578, 21581797;Q3
-;-
ISSN 17652979, 12401307;Q3
ISSN 03799069;Q3
ISSN 11364890;Q3
ISSN 00257680;Q3
-;-
ISSN 09320555;Q3
-;-
-;-
ISSN 15094995;Q3
ISSN 14782804, 14782790;Q2
ISSN 07313500;Q2
ISSN 10584587;Q3
ISSN 17530822, 17530830;Q3
ISSN 0939978X;Q3
-;-
-;-
-;-
ISSN 20134088, 2013407X;Q1
-;-
ISSN 01471694;Q1
-;-
ISSN 18119743, 18119751;Q4
-;Q3
ISSN 1874477X;Q3
ISSN 17564255, 17564263;Q1
ISSN 09758585;Q3
ISSN 00211400;Q1
ISSN 09717587, 22489509;Q4
ISSN 12219118, 03949508;Q3
ISSN 1598642X;Q4
ISSN 22130683, 22130691;Q3
ISSN 00295132;Q1
-;-
ISSN 9385495, 09385495;-
-;-
ISSN 07075332;Q2
ISSN 10939547;-
ISSN 16658906;Q3
ISSN 14757702;Q4
ISSN 01988794;Q4
ISSN 01689789;Q1
ISSN 14465442;Q3
-;-
ISSN 19552629, 18774091;Q1
ISSN 15572064;Q3
ISSN 10757007;Q4
ISSN 17407508, 17407494;Q4
-;-
-;-
ISSN 15479846;Q4
-;-
ISSN 1098092X;Q3
ISSN 1557301X, 09592296;Q2
ISSN 10006923;Q3
ISSN 10899758;Q3
-;-
ISSN 1541745X;Q4
ISSN 17944724, 21454515;Q3
ISSN 00090875;Q3
-;-
ISSN 07484321;Q1
ISSN 13614568, 17407842;Q2
-;-
ISSN 10188185, 19973322;Q3
ISSN 17354668, 20080700;Q3
ISSN 08967148, 14684365;Q1
ISSN 12907839;Q3
ISSN 08995885;Q3
ISSN 16692381;Q4
ISSN 02533073;Q3
ISSN 00208590, 1469512X;Q2
-;-
-;-
ISSN 00345237;Q3
ISSN 1591951X, 00312983;Q4
ISSN 12245984;Q4
ISSN 13301136, 18463908;Q3
ISSN 14060957;Q2
ISSN 09334807, 21954720;Q4
ISSN 30021472, 00120472;Q3
-;-
ISSN 14159805, 19806574;Q3
ISSN 19342659, 21946159;Q3
ISSN 19854064, 21803137;Q3
-;-
ISSN 15404080, 08975353;Q3
ISSN 21654387, 21654395;-
ISSN 03929701;Q3
ISSN 17551137, 17551145;Q4
ISSN 22317538, 18238268;Q3
ISSN 1612166X;Q3
ISSN 09168516;Q3
ISSN 10609857;-
ISSN 17554195, 17554209;Q3
ISSN 15277143;Q3
-;-
ISSN 03059332;Q3
ISSN 15178692;Q3
ISSN 01209965, 23573732;Q4
ISSN 21570981;-
-;-
ISSN 22108440;Q3
ISSN 02781204;Q3
ISSN 00024619;Q4
-;-
ISSN 14139596, 16784456;Q3
-;-
ISSN 20054297;Q4
-;-
ISSN 03057518;Q3
ISSN 13111477, 13133543;Q3
ISSN 22117954, 2211792X;Q1
ISSN 19747071, 22396268;Q3
-;-
ISSN 21906807;-
ISSN 16821750, 15740846;-
ISSN 10741240;Q4
ISSN 19352611, 1935262X;Q3
-;-
ISSN 11202890;Q3
ISSN 19406223;Q3
ISSN 07185073, 07162952;Q3
ISSN 09406689;Q3
ISSN 14416638;Q4
-;-
-;-
ISSN 19314973;Q3
-;-
ISSN 02761459;Q3
ISSN 00344338;Q1
ISSN 10031057;Q3
ISSN 20751133, 2075115X;Q3
ISSN 15533174;Q4
ISSN 00063509;Q4
ISSN 14758962, 17402808;Q3
ISSN 03915603;Q3
ISSN 23248432, 23248440;-
-;-
ISSN 17408946, 17408938;Q4
ISSN 19473532;Q4
ISSN 13036165, 13000144;Q3
ISSN 08607796;Q4
ISSN 09944524;Q2
ISSN 09418849;Q4
-;-
ISSN 15214842;Q3
ISSN 10081275;Q3
ISSN 08899738, 08877262;Q3
ISSN 03523659;Q4
ISSN 1042895X, 15389766;Q3
ISSN 20902239, 1687689X, 20902220;Q4
ISSN 12137103, 00092770;Q3
ISSN 0169796X;Q3
-;-
-;-
ISSN 03321460, 20090072;Q3
ISSN 11221151;Q2
ISSN 00092851, 15213781;Q3
ISSN 15733947;Q4
ISSN 18164897;Q4
ISSN 1824078X;Q4
-;-
ISSN 00142565, 15781860;Q3
ISSN 21076839, 21076847;Q3
ISSN 19368445, 19368437;Q3
ISSN 19921470;Q3
ISSN 13315854;Q3
-;-
ISSN 09050167;Q4
ISSN 00487848;Q3
ISSN 08927626;Q3
ISSN 00195464;Q3
ISSN 0342183X;Q4
ISSN 15721701;Q2
ISSN 00405957;Q3
ISSN 19370695, 19370709;Q3
ISSN 21612528;-
-;-
ISSN 00269301;Q3
ISSN 14060922;Q3
ISSN 13682148, 17415195;Q3
ISSN 15485129;Q3
ISSN 10601872;Q3
ISSN 15672069;Q3
ISSN 15113701;Q4
ISSN 00652377;Q3
ISSN 03335275;Q3
ISSN 1134282X;Q3
ISSN 00264628;Q4
ISSN 15330915;Q4
-;-
ISSN 0929998X;Q2
ISSN 1698580X;Q3
-;-
ISSN 15483908, 15483916;Q4
-;-
ISSN 00956848, 15494721;Q2
ISSN 20651155, 18435637;Q3
ISSN 20700504, 20700555;Q4
ISSN 23056959, 19943237;Q3
ISSN 03417638;Q1
ISSN 21576203, 21585571;Q4
ISSN 09467998;Q4
ISSN 17900832;Q4
ISSN 17496977, 17496985;Q2
ISSN 09641866;Q3
ISSN 19843143, 18069614;Q3
ISSN 00716677;Q3
-;-
ISSN 16877209, 16877195;Q4
ISSN 18958281;Q3
ISSN 10042997;Q4
ISSN 10020861;Q3
-;-
ISSN 15710718;Q1
ISSN 00300950;Q3
ISSN 15513440;Q4
ISSN 02126109;Q2
ISSN 22177159, 14524864;Q3
ISSN 1735403X;Q3
ISSN 10792457;Q3
ISSN 16614747;Q4
ISSN 03402592;Q3
ISSN 03527875;Q2
ISSN 21504210, 21504253;Q3
ISSN 11370734, 19883056;Q2
ISSN 2214398X;Q3
ISSN 02582384;Q3
ISSN 07828535;Q4
ISSN 00182311;Q1
ISSN 14768062;Q1
ISSN 05857511, 0424267X;Q4
ISSN 16860209;Q4
ISSN 00732753;Q2
ISSN 00954527, 05643783;Q4
ISSN 21577579;Q3
ISSN 17574331, 17574323;Q3
ISSN 03384551;Q3
ISSN 0219581X;Q3
ISSN 02197472;Q3
ISSN 20427808, 20427816;Q3
-;-
ISSN 21518017, 21518025;Q4
ISSN 00268402;Q2
-;-
ISSN 1675414X, 21803862;Q3
-;-
ISSN 0102261X;Q4
-;-
ISSN 23260262;-
-;-
-;-
ISSN 1072303X, 15403572;Q3
ISSN 14708272, 1479179X;Q3
ISSN 00428523, 07753128;Q2
ISSN 15410315, 02703149;Q3
ISSN 16124804, 16124812;Q4
ISSN 14645297, 02691728;Q2
ISSN 0731129X;Q3
-;-
ISSN 15093492;Q3
ISSN 08696918;Q4
ISSN 21591687, 15535282;-
ISSN 09850562;Q3
ISSN 02048043;Q3
ISSN 00338397;Q4
-;-
-;-
ISSN 00029475;Q1
-;-
ISSN 15739066, 10681302;Q3
-;-
ISSN 18129471, 18175805;Q4
ISSN 11744707;Q4
ISSN 14772620, 07341512;Q3
ISSN 19918747;Q3
ISSN 22173986, 0038982X;Q3
ISSN 00375349;Q3
-;-
ISSN 00031232;Q3
-;-
ISSN 09547118, 17415128;Q3
ISSN 22141812;Q4
-;-
ISSN 0019638X;Q4
ISSN 20428316;Q3
-;-
ISSN 0016710X;Q3
ISSN 00094455;Q3
ISSN 18164951;Q4
ISSN 09266437;Q3
ISSN 13464523;Q4
-;-
ISSN 11092750;Q3
ISSN 21557136;Q3
ISSN 15286932, 10978526;Q3
-;-
ISSN 01256491;Q3
ISSN 03915026, 14680300;Q4
ISSN 10009426;Q4
ISSN 02116057;Q3
ISSN 19483449;-
ISSN 10921206;Q3
ISSN 15416577;Q3
-;-
ISSN 00348570;Q3
ISSN 13000861;Q3
ISSN 14606925;Q3
ISSN 00268984;Q4
-;-
-;-
ISSN 2036749X, 20367503;Q4
ISSN 2081139X, 22998993;Q3
-;-
ISSN 15829146;Q3
ISSN 10002618;Q3
ISSN 10642684;Q2
ISSN 02504685, 1303829X;Q3
ISSN 17352215, 2008188X;Q3
ISSN 02357216;Q3
ISSN 08684731;Q2
ISSN 17533171;Q2
ISSN 10386807;Q2
ISSN 15738647, 00219037;Q4
ISSN 09470085;Q3
ISSN 03087298;Q1
ISSN 18164935;Q4
-;-
ISSN 15306429;Q4
ISSN 18768229;Q3
ISSN 02175908;Q4
ISSN 16005368;Q3
-;-
ISSN 20526148, 02637189;Q2
ISSN 07485492;Q3
ISSN 0003018X;-
ISSN 14318814;-
ISSN 01561316;Q2
ISSN 13696815;Q1
ISSN 07494467;Q2
ISSN 16083164, 03621197;Q4
ISSN 11581360;Q3
ISSN 20529015, 20529023;Q3
ISSN 15501337, 15501876;Q3
ISSN 15793699, 02109395;Q4
-;-
ISSN 20771444;Q1
ISSN 19301405, 01926365;Q3
ISSN 20470894, 20470908;Q3
ISSN 13504789;Q3
-;-
-;-
ISSN 16733193;Q4
ISSN 00287644;Q3
ISSN 00066761;Q4
-;-
ISSN 22713654, 22713646;Q3
ISSN 17359287, 17358639;Q4
ISSN 18344887, 18338550;Q4
ISSN 19363958;-
ISSN 01048333;Q3
-;-
ISSN 1582540X;Q3
ISSN 10003274;Q3
ISSN 10172548;Q3
ISSN 18619002;Q3
ISSN 0025990X;Q3
ISSN 07984545;Q3
ISSN 1750807X, 17508061;Q1
ISSN 07402007, 21544689;Q1
ISSN 15257886;Q3
-;-
ISSN 23363517;Q3
ISSN 09398368;Q3
ISSN 02125919;Q4
ISSN 18742130;Q3
ISSN 07409710;Q2
-;-
ISSN 0324721X;Q4
ISSN 03875806, 03876101;Q3
-;-
-;-
ISSN 17460689;Q3
ISSN 12218421;Q4
ISSN 10821910;Q3
ISSN 00040738;Q4
ISSN 15279383, 0891625X;Q2
ISSN 10054537;Q3
-;-
ISSN 14545101;Q4
ISSN 21463131, 21463123;Q3
ISSN 01161105;Q3
ISSN 01287451;Q4
ISSN 09357335;Q2
ISSN 14050471;Q3
ISSN 17418100, 14775212;Q3
-;-
ISSN 16824474, 18125727;Q3
-;-
ISSN 10454527;Q3
-;-
ISSN 19131852, 19131844;Q3
ISSN 17469880, 17469872;Q3
-;-
ISSN 00258601;Q4
-;-
ISSN 07160917, 07176279;Q4
ISSN 19767684;-
ISSN 10522158;Q3
-;-
ISSN 12691763;Q4
ISSN 01576321;Q3
-;-
ISSN 02628104;Q3
ISSN 15358593;Q3
ISSN 10680640;Q3
ISSN 15214672, 15479684;Q3
ISSN 00317705;Q3
ISSN 00332984;Q4
ISSN 15925986;Q3
-;-
-;-
-;-
ISSN 15517853, 15517861;Q3
ISSN 02754959;Q3
ISSN 09655395, 14695065;Q3
ISSN 02730340, 10806555;Q1
ISSN 00779954, 19434863;Q3
-;-
-;-
ISSN 09299971, 15699994;Q2
ISSN 0340613X;Q2
ISSN 16094913;Q3
ISSN 09742891;Q3
ISSN 00088390;Q1
ISSN 23171782;Q3
ISSN 10019731;Q3
ISSN 02539772;Q3
ISSN 02181266;Q3
ISSN 16866576;Q3
-;-
ISSN 1488917X;Q4
-;-
ISSN 15448053;Q3
ISSN 15301346;-
ISSN 15854515, 00250236;Q2
ISSN 19398654;Q4
ISSN 16833511;Q4
ISSN 10010963;Q3
ISSN 17596599, 20428715;Q3
ISSN 23198613, 09754024;Q3
-;-
ISSN 17930057;Q4
ISSN 00182176, 15530639;Q1
ISSN 03930564;Q3
ISSN 09487034, 14343932;Q3
ISSN 15346501;Q4
ISSN 22135103;Q3
ISSN 00033928;Q3
ISSN 00229202;Q4
ISSN 03620972;Q3
ISSN 14790963;Q2
ISSN 02147823, 01499890;Q4
ISSN 16777301, 16775449;Q3
ISSN 17449871, 1744988X;Q4
ISSN 10432256;Q3
ISSN 03708179;Q3
ISSN 00222062;Q4
ISSN 18752780;Q4
ISSN 14730928;Q4
ISSN 01036513;Q3
-;-
ISSN 07183305, 07183291;Q3
ISSN 10363831;Q4
ISSN 2326828X;-
-;-
ISSN 00442526, 16130103;Q1
ISSN 21606374, 21606382;-
ISSN 14750279;Q3
ISSN 14682761;Q1
ISSN 18106528, 18106536;Q4
ISSN 00064246;Q2
ISSN 16248597, 17652847;Q3
ISSN 10050299;Q3
ISSN 14328917, 1433075X;Q3
ISSN 17566398, 1756638X;Q3
ISSN 16121783, 16133625;Q4
ISSN 03634655;Q2
-;-
ISSN 09673911;Q3
ISSN 09250042, 18753507;Q3
-;-
-;-
ISSN 23221232, 23225106;Q3
ISSN 22102116, 22102124;Q2
ISSN 03660176;Q4
ISSN 1910622X;Q3
ISSN 07181299;Q2
ISSN 09419500;Q4
ISSN 15336271, 00098078;Q2
ISSN 00650900;Q1
ISSN 10620346;Q3
ISSN 13480693;Q4
ISSN 2236577X;Q4
ISSN 11791403;Q4
-;-
-;-
ISSN 19478526, 19478518;Q3
ISSN 14505835;Q3
-;-
ISSN 03653439;Q3
ISSN 03795292;Q3
-;-
-;-
ISSN 08856028;Q3
ISSN 15430537;Q3
ISSN 17571480, 17571472;Q4
ISSN 13377027;Q3
ISSN 00797308;Q3
ISSN 19904797, 19904789;Q3
ISSN 22004270;Q4
-;-
ISSN 1751696X, 17516978;Q2
ISSN 09744290;Q3
ISSN 15416518;Q3
ISSN 18744648, 18744656;Q3
ISSN 03275159;Q2
ISSN 22115528, 22115536;Q4
ISSN 1001053X;Q3
ISSN 14686783, 1471406X;Q4
ISSN 14779056, 17418178;Q3
ISSN 1475990X, 14739879;Q4
ISSN 00219096;Q3
ISSN 03767892;Q4
ISSN 10609164;Q3
ISSN 00298115;Q2
ISSN 02103230, 19890508;Q2
-;-
ISSN 10241221;Q4
ISSN 03779238;Q3
ISSN 10796126;Q3
ISSN 12218618;Q4
ISSN 09694900;Q3
ISSN 19956665;Q3
ISSN 15748855;Q3
ISSN 00381527;Q1
-;-
ISSN 09639462, 14680254;Q2
ISSN 0047262X;Q3
ISSN 00393320;Q4
ISSN 1177083X;Q3
ISSN 17439523, 0144039X;Q2
ISSN 14542331;Q3
-;-
-;-
ISSN 11303743;Q4
ISSN 15733262, 01463721;Q4
-;-
ISSN 18234992, 19858299;Q4
ISSN 19330278, 15326306;Q4
ISSN 10881913;Q3
ISSN 0967201X;Q3
ISSN 00106178;Q3
ISSN 17540763;Q1
-;-
ISSN 11220643;Q3
ISSN 1094799X;Q2
ISSN 00348376;Q3
-;-
ISSN 00379980;Q4
ISSN 02673843;Q4
ISSN 11092769;Q4
ISSN 19855761, 22321535;Q3
ISSN 00219495;Q2
ISSN 0370629X;Q3
ISSN 20838441, 1234625X;Q3
-;-
ISSN 00423211;Q4
ISSN 10259589;Q3
-;-
-;-
ISSN 18369391;Q4
ISSN 19400764;Q2
ISSN 1031461X;Q2
ISSN 20399340, 20392117;Q3
-;-
ISSN 01445340;Q2
-;-
ISSN 0263841X;Q3
ISSN 00065722;Q1
ISSN 0251172X;Q3
ISSN 21791074;Q3
-;-
ISSN 7303157, 07303157;-
ISSN 15206130;-
-;-
ISSN 14394049, 14322625;Q4
-;-
ISSN 18756921, 18756913;Q4
ISSN 87550229;Q4
ISSN 13775723;Q2
ISSN 17416191, 0165070X;Q3
ISSN 18965644;Q4
-;-
ISSN 14263912;Q4
ISSN 2093761X, 20937628;Q3
-;-
-;-
ISSN 0189160X;Q3
ISSN 16070658, 10118578;Q3
ISSN 03736245;Q3
ISSN 00491225;Q3
ISSN 10678352, 08919356;Q1
ISSN 10224742;Q3
-;-
ISSN 03404404;Q3
-;-
ISSN 08985952, 19378327;Q4
ISSN 14608790;Q3
-;-
ISSN 03911772;Q4
ISSN 08688257;Q3
ISSN 10619321;Q2
ISSN 00352764, 19506694;Q3
ISSN 15780732;Q3
ISSN 14679795, 03849694;Q1
ISSN 18787576, 15462501;Q3
ISSN 21660662;-
ISSN 16130804, 00794848;Q2
ISSN 00207020;Q3
ISSN 00397946;Q1
ISSN 17523583, 17523591;Q3
ISSN 15725480;Q4
ISSN 10294414;Q3
ISSN 17572223;Q3
ISSN 15740021;Q4
-;-
ISSN 20449968, 20449976;Q3
ISSN 09714502;Q4
ISSN 08952833;Q3
ISSN 00081973;Q3
ISSN 23050500, 23050519;Q3
ISSN 15315754;Q3
ISSN 15443574;Q4
-;-
ISSN 10139826;Q3
ISSN 15222454, 0947076X;Q3
ISSN 03663175;Q3
ISSN 08932336, 19406045;Q3
ISSN 18764029, 18764037;Q3
ISSN 02614340;Q2
ISSN 13582291;Q3
ISSN 15733971;Q3
-;-
ISSN 17260531;Q3
ISSN 08950563, 8950563;-
ISSN 23274697;Q4
ISSN 13576275;Q1
ISSN 17488885, 17488893;Q2
ISSN 09578080;Q3
-;-
ISSN 13534858;Q4
-;-
-;-
-;-
ISSN 20854722, 1412033X;Q4
ISSN 00039101, 16130650;Q2
ISSN 01393006;Q4
ISSN 14498618, 10397841;Q3
ISSN 0945358X;Q3
ISSN 13007475;Q3
ISSN 17402832;Q4
ISSN 10249079;Q3
ISSN 00954519, 12674982;Q4
-;-
ISSN 14747871;Q3
ISSN 03137155;Q4
ISSN 00256544;Q4
ISSN 11786221;Q3
ISSN 00318221;Q2
ISSN 02556952;Q3
-;-
ISSN 22129693;Q4
-;-
-;-
ISSN 22110313;Q3
-;-
-;-
ISSN 0163755X;Q1
-;-
-;-
ISSN 11353716;Q3
ISSN 00238082;Q3
ISSN 15653404;Q3
-;-
ISSN 13545760;Q4
ISSN 20073828, 01863231;Q3
ISSN 13307142;Q4
-;-
-;-
ISSN 10786279;Q1
ISSN 03404099;Q4
ISSN 00182052;Q3
-;-
ISSN 10093419;Q3
-;-
ISSN 15728080, 09295585;Q4
ISSN 01737597;Q3
ISSN 18672493;Q3
ISSN 1320159X;Q3
ISSN 17156181, 00083194;Q3
-;-
ISSN 09547762;Q4
-;-
ISSN 02681145;Q2
ISSN 10039015;Q3
ISSN 10018719;Q3
ISSN 17516498, 1751648X;Q4
-;-
ISSN 00070335;Q4
ISSN 03539474;Q3
ISSN 00035459;Q3
-;-
ISSN 17281997;Q3
ISSN 15882691, 02381249;Q4
ISSN 18724981;Q4
ISSN 19980159;Q4
ISSN 15377857, 15377865;Q3
ISSN 00332496;Q3
-;-
ISSN 15563537, 10534202;Q3
ISSN 00472328;Q3
ISSN 1749771X, 17497701;Q3
ISSN 17418771, 17418763;Q3
ISSN 01495933, 15210448;Q3
ISSN 18816096;Q4
ISSN 20423896;Q4
ISSN 09493026;Q4
ISSN 1796203X;Q3
ISSN 18616763, 18616755;Q4
ISSN 19843054, 19833288;Q4
ISSN 10000933;Q4
ISSN 16967240;Q4
ISSN 14761289, 17419212;Q4
ISSN 22247890, 1012277X;Q3
ISSN 0373580X, 18512372;Q4
ISSN 02112159, 15768597;Q3
ISSN 15718174, 09289569;Q3
ISSN 05677572;Q3
ISSN 00076899;Q3
ISSN 13380230, 13370960;Q4
ISSN 09580956;Q4
ISSN 01291564;Q3
ISSN 00428450;Q3
ISSN 14793679;Q3
ISSN 09515666, 14355655;Q2
ISSN 01739980;Q3
ISSN 01253395;Q3
-;-
ISSN 03698203, 22501762;Q3
ISSN 14704129;Q1
ISSN 14699648, 13547860;Q3
ISSN 00349712;Q3
ISSN 03436993;Q3
ISSN 15628264;Q3
ISSN 02774208;Q3
-;-
ISSN 18173195, 19928645;Q3
ISSN 07219067;Q2
ISSN 07352727;Q3
ISSN 14694344;Q4
ISSN 16824016, 16828631;Q4
-;-
ISSN 00048992, 14678446;Q2
-;-
ISSN 01900536, 14679205;Q2
ISSN 19351089, 15392834;Q3
ISSN 10372911;Q4
-;-
ISSN 07316755;Q2
-;-
-;-
ISSN 00306096;Q3
ISSN 01718096;Q3
ISSN 00101923;Q3
-;-
ISSN 15692116;Q1
ISSN 15179702;Q4
-;-
ISSN 09685332;Q3
ISSN 10884173;Q4
ISSN 23144939, 23144920;Q4
ISSN 21658528;-
ISSN 13365266;Q3
ISSN 23521864;Q3
ISSN 18600816, 16137736;Q4
ISSN 08987564;Q3
ISSN 17577152;Q4
ISSN 10690964;Q3
-;-
ISSN 11352523;Q3
ISSN 17962021;Q3
-;-
ISSN 13212753;Q3
ISSN 23060212;Q4
ISSN 1885446X;Q1
ISSN 18825567;Q4
ISSN 15283356;Q4
ISSN 17301270;Q4
ISSN 0021082X;Q3
ISSN 14488353;Q4
ISSN 01479121;Q3
ISSN 15607496;Q3
-;-
ISSN 18766633, 18776930;Q2
-;-
-;-
ISSN 22120548;Q2
-;-
-;-
ISSN 21559546;Q4
ISSN 0002502X;Q3
-;-
ISSN 11298723;Q4
ISSN 14397382;Q4
ISSN 08676046;Q3
-;-
ISSN 18783317, 18783325;Q3
ISSN 19393555;Q4
ISSN 00243639;Q2
ISSN 00938157;Q2
-;-
-;-
ISSN 13144081, 13119702;Q3
ISSN 14777606;Q3
ISSN 00091774;Q2
ISSN 15563707, 15563715;Q3
-;-
ISSN 19391811;Q3
ISSN 11202726;Q2
ISSN 10576290;Q4
ISSN 16734254;Q3
ISSN 03511189;Q1
ISSN 17571901, 17571898;Q2
ISSN 16099117, 16823419;Q3
ISSN 14746700, 14746719;Q1
-;-
ISSN 16875710, 16875702;Q3
-;-
ISSN 00281344;Q4
ISSN 17438276, 17438268;Q4
ISSN 13380044, 13385674;Q3
ISSN 22396152, 22809112;Q3
ISSN 16199987, 16199995;Q4
ISSN 17277051;Q3
ISSN 23375787;Q3
ISSN 09751459;Q3
ISSN 01256726;Q4
ISSN 07133936;Q4
ISSN 0033832X, 14322102;Q4
ISSN 10016872;Q4
ISSN 15882713, 00021873;Q4
ISSN 18810136, 00218588;Q4
ISSN 01878336;Q3
ISSN 14665123;Q2
ISSN 00381861;Q2
ISSN 0794859X;Q4
ISSN 17549957, 17549965;Q3
ISSN 17411645;Q3
ISSN 16957253;Q3
ISSN 1868677X, 16123727;Q3
ISSN 14761548;Q3
ISSN 19309325, 15240754;Q4
ISSN 0166526X;Q4
ISSN 14442213;Q2
ISSN 13102818;Q4
ISSN 10796533;Q3
ISSN 10848223;Q3
ISSN 14767333, 14767341;Q3
ISSN 09733698;Q4
ISSN 14792443, 14792451;Q2
ISSN 15493644;Q4
ISSN 10008608;Q3
ISSN 15784460;Q4
ISSN 17034949;Q3
ISSN 01708643;Q3
-;-
-;-
-;-
ISSN 01554131;Q4
-;-
ISSN 15554155;Q3
-;-
ISSN 07311613;Q3
ISSN 10806520, 10631801;Q1
-;-
ISSN 21679177, 21679169;Q3
ISSN 00142182;Q2
ISSN 02337657;Q4
ISSN 13029657, 10177833;Q3
ISSN 20356005;Q4
ISSN 03795136;Q4
ISSN 15693767;Q4
ISSN 16840240;Q3
ISSN 10000607;Q3
ISSN 05493811;Q4
-;-
ISSN 03875008;Q3
-;-
-;-
ISSN 08876703;Q4
ISSN 23250682;-
ISSN 07376146;Q3
ISSN 21555516;-
ISSN 21643040, 09715010;Q3
ISSN 00288322;Q2
-;-
ISSN 03736075;Q1
ISSN 00093092, 15738310;Q3
ISSN 14678411, 08189935;Q3
ISSN 16793390;Q4
ISSN 15739007, 00902977;Q4
ISSN 15111768;Q4
ISSN 19964196;Q3
ISSN 22105697, 22105700;Q2
ISSN 18998852, 15094553;Q3
ISSN 1758406X, 17583829;Q3
ISSN 10011749;Q4
ISSN 19364792, 10538801;Q2
ISSN 15027694;Q1
-;-
ISSN 00191442;Q4
-;-
ISSN 1947315X;Q4
ISSN 18420133;-
-;-
ISSN 14743655, 00195847;Q3
ISSN 18125654, 18125662;Q3
